"","transcript_id","RNA_WT_rep1","RNA_WT_rep2","RNA_WT_rep3","RNA_pbp1d_rep1","RNA_pbp1d_rep2","RNA_pbp1d_rep3","RNA_pab1d_pbp1d_rep1","RNA_pab1d_pbp1d_rep2","RNA_pab1d_pbp1d_rep3","RPF_WT_rep1","RPF_WT_rep2","RPF_WT_rep3","RPF_pbp1d_rep1","RPF_pbp1d_rep2","RPF_pbp1d_rep3","RPF_pab1d_pbp1d_rep1","RPF_pab1d_pbp1d_rep2","RPF_pab1d_pbp1d_rep3","CDS_WT_rep1","CDS_WT_rep2","CDS_WT_rep3","CDS_pbp1d_rep1","CDS_pbp1d_rep2","CDS_pbp1d_rep3","CDS_pab1d_pbp1d_rep1","CDS_pab1d_pbp1d_rep2","CDS_pab1d_pbp1d_rep3"
"1927","YFR038W_mRNA",7265.86,7906.42,6850.86,9870.83,8797.82,7765.19,9955.36,10166.31,9251.08,168.17,162.3,172.11,239.23,240.13,242.03,190.09,256.1,122.74,162,146,156,221,220,217,180.99,229,111
"1928","YFR043C_mRNA",1117,1233,1008,1562,1319,1114,1780.41,1563,2317,36,36.02,30.04,59,67,46.11,86,80,61,36,35,27,51,63,45,86,73,58
"1929","YFR055W_mRNA",9090,11820.99,6529.88,11132.54,11119.36,8782.21,11688.05,18117.21,12536.56,611.06,796.44,565,765.02,891.48,839.03,922.29,2158.27,771.87,542,690,507,642.01,764,771,848,1889,709
"1930","YJL051W_mRNA",10782,10095.99,8656,14074.62,10826.5,9768.04,7764.06,7690,9862.31,185.03,164,142.17,200.04,160.05,156.65,89.06,115.23,63.02,175,158,135,171,149,146,87,100,60
"1931","YJL142C_mRNA",0,0,0,0,0,0,0,1.48,0,14.61,1.58,41.8,97.79,17.74,41.9,91.04,108.39,128.26,4.73,0,18.34,56.25,0,12.54,38.88,37.18,55.6
"1932","YHR079C_mRNA",8561.33,8755.45,7517.51,11538.02,9418.37,8237,11142.23,21253.72,15515.74,209.02,143.21,185.08,183.08,220.45,153.49,126.8,173.32,86.02,197,137,177,165,210,142.92,122,158,75
"1933","YIL026C_mRNA",7627,9028,7679.74,9166,9807.78,7670.37,7270.88,7123.02,6230.99,365.97,382.37,430.58,372.71,546.68,470.73,328.35,573.76,176.12,352,364,421,346,518,452,318,553,165
"1934","YKR019C_mRNA",1789,2037,1604,2221,2104,1724.88,2213,3967,3118,81.14,79,66.38,87.4,94.1,78.16,78,94.44,40.22,78,75,54,70,86,67,64,79,31
"1935","IRT1",260,315,251,390,295,273,239,279,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1936","YLL027W_mRNA",3857.98,4156.87,3163.01,5060,3953,3628,5683.25,5541,6543,154.05,99.44,91.01,171.24,140.01,107.26,180.75,167.09,136.68,146,97.42,85,154.74,133,102,172,157,124
"1937","YPR067W_mRNA",1930.82,2099.18,1669.75,2585.4,1987.31,1803.75,2937.78,3022.19,2967.89,45.57,45.58,46.68,88.91,54.78,49.16,62.94,94.28,46.7,36.93,39.48,40.25,66.83,43.87,43.78,52.76,74.76,37.04
"1938","YER019W_mRNA",4855.36,5481.03,3944,6229,5474,4474.01,6063.74,5102,5099.14,498.84,495.62,549.34,488.14,687.88,590.57,455.39,573.83,349.26,481,476,535,446.05,661,562,444.99,545,328
"1939","YER180C_mRNA",1452,1648,1233,2224,1674,1655,1635,2606,2255,2,5.95,3.53,1,2,0,0,4,6,1,2,1,1,1,0,0,4,5
"1940","YER048W-A_mRNA",3625.3,3895,3161,5628,4634,4310,5776.71,5599.34,6169,116.01,131.99,95.1,214,212.02,199.13,225.01,296.93,141.03,111,117,87,189,195,184,215,273,126
"1941","YMR081C_mRNA",288,257,175,231,156,174,122,164,157,3,7,1,2.03,3.08,3.24,2.03,4.01,1,3,6,1,2,3,3,2,3,1
"1942","YPL040C_mRNA",4657.07,4980.43,3940.07,4706,4190.83,3352,4916.94,10108.48,6904.8,199.94,204.22,215.33,133.06,140.23,142.92,90.36,204.72,86,191,198,207,122.02,135,134.99,85,180,73
"1943","YOR155C_mRNA",2399.01,2541,2005,3156,2953,2260,3129.88,2512,2685.24,206.34,228.16,281.73,280.41,292.18,320.39,229.04,302.01,189,200,216.99,271,258,283,305,214,286,176
"1944","YPR106W_mRNA",2522.03,2926,2274,3460,3129,2749,2229,2223,2975,191.07,234.14,260.66,254.28,308.12,288.01,144.09,270,162,165,190,214,210,249,242,119,206,125
"1945","YNL265C_mRNA",1644.19,1720.88,1501.07,2042.6,1830.04,1593.73,2606.82,1543.25,2054.07,108.24,90,125.02,139.9,146.56,141.06,135.11,169.01,83.28,93,76,99,108,117,114,107,134,67.08
"1946","YNL265C_pre-mRNA",28.81,70.12,58.93,164.4,139.96,132.27,70.18,230.75,172.14,0,0,0,0,0,0,0,0,7.73,0,0,0,0,0,0,0,0,7.92
"1947","YBR086C_mRNA",58516.09,53305.96,46514.17,71413.91,54961.69,47668.14,60412.85,34753.57,42061.93,985.81,1012.31,1088.5,1002.68,1371.52,1220.76,668.58,846.53,353.53,903,932.41,1019,894,1281,1133.84,636,787.99,303
"1948","YIR005W_mRNA",552,608,492,656,559,523,777,630,775,27.39,38,28,48.01,32,28,43.02,51,23.01,27,37,27,43,32,26,42,47,23
"1949","YPL135W_mRNA",4810.06,5159,4066.07,5449.99,4333,3678.61,11005.02,7569,9167.66,311,306.07,321.85,505.04,310.09,319.06,912.72,1136.63,1200.01,184,167,175,241,148,177,463,362,246
"1950","YOR226C_mRNA",908,961,706,1341,1060,924,1991,1403,1899,67,85.01,68.95,142.03,126.02,124,241.2,188.13,117.74,45,61,48,99,92,93,171.05,129,67
"1951","YBR245C_mRNA",11584.81,12954.22,11448.05,14008.56,14945.56,11911.35,9889,8999,8351,568.83,633.23,592.17,680.34,794.35,739.48,614.04,783.06,274.06,541,595,558,625,742,695,588,732,251
"1952","YOR304W_mRNA",9112.22,10435.03,8680.95,10536.39,10776.91,8515,7801.45,6939.62,7693,259.8,275.02,239.04,298.01,299,270.01,199,282.03,113,242,262,231,269.01,286.03,251,191,272,105
"1953","YJR050W_mRNA",1383,1493,1188.95,1888,1554.99,1358.01,1985.63,1901,2433.19,55,55,58.01,67.02,55.02,72,99.24,85.02,42,52,51,55,59,54,68,91,80,42
"1954","YGL133W_mRNA",8378.57,8088,7042.74,9737,7474,7265,7152,8797,9971.25,190.03,192.02,179.01,167.91,126.05,157.04,115.36,204.02,75.57,185,191,173,155.83,121,151,110.18,195,67
"1955","YDR497C_mRNA",31482.77,29792.57,24365.95,50506.65,44512.33,33066.02,32102.61,23859.33,20833.22,4337.32,3948.32,4174.58,7163.35,7615.55,6359.34,3826.25,5046.09,1864.45,4216.46,3834.55,4077.2,6628.81,7389.98,6153.88,3706.68,4831.37,1744.47
"1956","YOL103W_mRNA",11439,11766.76,9299.98,15811.96,12582.89,10905.01,11314.55,16693.98,13489,173.65,183.72,193.48,309.3,228.01,256.71,161.48,249.56,164.96,168.54,176.48,189.35,286.74,219.04,245.12,157.32,233.63,151.53
"1957","YML068W_mRNA",1164,1351,1040,1612.33,1384,1200,1622,2357,1944,21,32.03,29.64,38.79,37.03,29.01,29.03,43,27,19,29,24,34,33,27,28,37,19
"1958","YDR229W_mRNA",2828.09,2951,2573,3402,3221,2528.71,3031,2700,2978,140.06,178.01,169.06,207.39,215.08,171.09,205.01,185.11,79.01,133,166,155,189.99,202,162,203,172,71
"1959","YDL115C_mRNA",498.39,435.5,467.05,576.69,697.95,250.33,1175.27,161.17,547.42,43.02,0,23.66,33.51,55,40.59,64.59,64.92,21.54,37,0.47,12.62,26.18,48,35,53.54,68,10.55
"1960","YDL115C_pre-mRNA",800.61,867.5,689.95,1069.3,891.55,1087.67,1138.63,1488.83,1436.21,0,44.21,19.4,37.7,0,0,15.12,15.1,19.47,0,36.53,19.38,22.82,0,0,14.46,0,19.45
"1961","YKL032C_mRNA",23952.89,26977.43,22887.31,27679.03,26055.56,21110.94,17735.21,14065.02,19223.18,502.04,433.02,407.91,549.71,556.42,432.39,367.64,278.41,136.97,490,401,388,489,529.05,411,349,258,123
"1962","YDR492W_mRNA",6962.54,6884.99,6209,10221,8829,7435,7980.67,7677,8030,410.09,435.33,477.04,741.15,712.22,536.14,429.85,368.8,195.02,380,407.05,457,670,662,501,407.96,342,173
"1963","YOL002C_mRNA",1772,1857,1555,2894.98,2385,2015,4274,2899.99,2904,61,80.02,77,143.05,138.44,94.31,196,231.07,104,57,77,74,131,135,85,186,213,94
"1964","YLR023C_mRNA",7189.67,7792.24,5914.26,9097.41,7651.87,6638.97,12364.28,13575.8,13595.7,160.01,146.06,137.05,145.05,146.96,145.12,186.31,202.32,110.09,155,141,129,136,136,139,176,177,96
"1965","YOL101C_mRNA",498,543,445,1005,925,733,557,692,633,56,53,45,76.78,126,70,31.01,26,10,52,50,41,68,122,66,28,23,10
"1966","YGL018C_mRNA",1319.01,1347,1142,1595,1305,1141,2852,3143.87,3314,73,64.04,62.01,63.01,93.22,63.05,175,216.06,85,71,61,62,56,89,60,164,203,76
"1967","YJL073W_mRNA",7607.99,7401.61,6605,8467.53,6991.02,5840.04,8068.57,8185.64,9639.08,225.19,224,212.01,294.47,253.13,178.04,115.2,138.06,75.02,190,199,190,247,220,155,99,120,52.01
"1968","YKL217W_mRNA",229.93,253,197,332,242,214,415,446,518,2.05,1,3,3.6,7.01,8.86,2,9.03,2.98,2,1,3,3.99,7,8,1,8,3
"1969","YER051W_mRNA",1601,1833.98,1375,2668,2094,1909,2466,2763.98,2759,37.01,31,30.1,50.43,49.07,40.02,40.02,60.05,21.01,36,29,29,46,47,40,38,53.01,18
"1970","YJR119C_mRNA",1095,1317,1149,1280,1190,1023,2419,2891,3164,90.67,107.83,87.03,61.18,109.07,85.27,135.02,200.02,86.1,88,102,80,58,101,79,130,189,82
"1971","YPR061C_mRNA",265,282,242,432.92,310,268,848,655.42,718,14.84,13,18.02,18.01,24,14.09,31.99,47.04,19.69,11,12.01,18,18,24,14,28,42.16,18.01
"1972","YLR331C_mRNA",4,5,0,4,4,1,8,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1973","YDR475C_mRNA",3917,4056,3457,4183,3775,3180,4123.38,4360,3929,145.35,166.4,174.98,109.64,153.17,150.89,126.94,210.79,56,138,163,165,99.96,141,139,120,194.05,48
"1974","YPR169W_mRNA",8246.99,8862.09,7546.42,9962.39,9057.36,7799.69,8928.63,10138.93,10280.54,1127.25,1290.72,1269.24,1154.25,1648.14,1432.93,788.94,1054.69,343.25,1077,1223,1219,1077,1564,1375,758,996,314
"1975","YNL227C_mRNA",3911,4233.67,3542,4207.92,4027.16,3572,3159.01,2774.76,3119,182,234.12,258.03,183.72,280.6,239.35,159.01,217.48,102.41,137,187,194,118,206,177,110,158,62
"1976","YJL162C_mRNA",1996,2257.74,1946.98,2548,2269,2086,2348,3454.21,3762,44.02,45.04,39.02,52,59.03,42.01,42.11,61,30.04,41,44,35,44,57,35,41,52,24
"1977","YJR097W_mRNA",492,610,467,788,672,578,1375,809,991,12,21.01,20,41,18,22,72.99,40,23,10,19,19,38,16,22,71,38,21
"1978","YLL057C_mRNA",132,129,127,187,179,123,333,420,337,2,0,0,3,0,1,6.33,14.05,4,2,0,0,3,0,1,5,14,2
"1979","YMR132C_mRNA",1302,1481,1199,1681.88,1430.33,1448,2106.74,1525,1747,50.01,46.53,61.02,54.01,75,62.01,66.08,75.28,32,46,41,57,53,70,58,63,69,28
"1980","YMR294W_mRNA",793,873,707,915,792,638,1255,1299,1424,49,54.15,42.02,44.01,41.76,52.09,47,73.19,36,46,53,36,43,40,46.02,47,69.06,34
"1981","YJR091C_mRNA",23205.54,25286.08,21357.72,32493.5,28869.96,25332.46,54631.38,68914.41,62625.47,465.14,433.12,412.18,488.12,550.2,461.08,696.3,1192.3,475.18,442,405.74,392,457,528,439,651,1115.81,439.15
"1982","YKR038C_mRNA",6228,6842,5281,8337,7090.59,5773,10592.02,9006.19,9907.07,348.1,343.33,327.08,422.88,421.46,346.95,400.51,420.22,255.31,325,331,311.8,388,400,329,385.99,394,241.96
"1983","YBR017C_mRNA",18973.34,21484.01,19026,24734.08,25323.35,20934.97,17841.41,15762,17048.06,993.89,1220.44,1248.14,1289.98,1947.69,1653.41,995.89,1418.11,586.38,964,1181,1208,1231,1875,1595,975,1364,561
"1984","YGL241W_mRNA",5858.9,6981.01,5992,6659,7256.82,5866,4815,5182.5,4691.99,203.07,232.14,263.34,248.09,247.43,236.07,129.26,191.09,93.01,194,225.81,251.97,228,236,222,123,175,90
"1985","YPL125W_mRNA",12046.72,13557.66,11550.02,13341,13673.06,11662.06,9598,10123,10497.57,370.51,445.37,534.32,413.13,559.59,481.06,276.02,390.85,173.07,350,427,505,378,535,452,266,373.98,163
"1986","YGL016W_mRNA",14782.61,16808.65,14715.39,20870.01,22456.27,18265.1,12025,9149.95,10330.85,492.07,647.61,688.48,675.31,1070.22,893.31,455.96,634.75,256.03,463,605,661,626,1010,838,432,589,231
"1987","YER110C_mRNA",83741.65,94723.7,81845.01,96084.36,107231.77,80750.51,61942.78,52192.61,43081.1,5853.42,6917.68,7092.77,6284.46,9486.92,7043.21,3974.58,6888.33,2150.49,5572,6569,6784,5781,9020.89,6638,3808.99,6494.98,1996.76
"1988","YLR347C_mRNA",25898.99,30690.02,25663.03,30107.3,32204.34,24697.91,18244.97,18166.77,17304.05,1279.16,1675.24,1739.44,1700.83,2272.08,1798.06,897.01,1452.6,562.23,1114,1505.96,1517,1420,1993,1575,807,1289.95,460
"1989","YNL188W_mRNA",2487,2788.99,2270.41,3141,2701,2326,2980.99,3604,3822,51,42,39.01,84.01,60.05,48.63,56.03,58.91,21,48,40,35,79,57,44,53,54,21
"1990","YJL034W_mRNA",118377.07,108256.09,94781.64,135415.42,108262.29,83622.8,90639.43,64821.68,75239.08,3378.39,2715.51,2884.13,3988.86,3446.13,2864.4,2891.28,2789.7,1730.87,3195.98,2564,2749,3618.08,3265,2674.31,2776.05,2620.92,1577.98
"1991","YPR141C_mRNA",3144,3789.95,3119.25,4087,3852.93,3304,3629,3840.01,3783,97.06,102.08,101.08,158.41,128.01,127.32,151.08,173.01,55.01,97,96.01,96,144,121,123,138,162,49
"1992","YCL055W_mRNA",2042,2361,1948.99,2844.45,2659,2146,2482.96,2216.22,2648,104,116,104.06,133.96,176.47,163.99,138,199.01,74.99,102,114,100,122.97,164,154,127,186,67
"1993","YMR065W_mRNA",706,911,615.65,1137,924.7,893,1275,1863.82,1674.18,2.19,3.01,2,6.99,2.21,5.92,2.01,2.04,4.98,2,3,2,7,2,4,2,2.01,4
"1994","YPL269W_mRNA",2588.82,2945,2284,3771.96,3095,2804,3543.98,4250.26,4094.09,18.01,28.11,16.07,24.85,23,21.01,24.02,22.01,10.02,17,26,15,22,20,20,24,19,6
"1995","YCL024W_mRNA",7487,8317.5,7101.83,7369,6549.03,5841.44,6498.9,6994.53,7186,283.25,360.39,382.63,224.03,350.43,303.74,199.53,336.46,145.06,267,332,353,194,317,277,183,288,113
"1996","YJR054W_mRNA",3583,4058,3347,5071.02,4379.76,3956,4470,5434,5985.52,97.71,86,73,116.02,94.01,71.01,51.02,87.16,34.01,93.99,84,67,111,90,69,47,78,32
"1997","YDR017C_mRNA",10898,12901.61,10897,13113.98,12890.98,10940.04,11217.02,17847.06,13268.23,292.98,287.01,309.11,269.05,329.26,268.73,175.04,288.83,115,272,279,293,250.1,312,251,165,272,101
"1998","YKL161C_mRNA",2312,2724,2125,3992.72,3256.71,3083,7631,13135.5,10369.03,43,58.06,44,58,83.4,78.89,92.02,188.53,75.01,36,52,35,38,67,63,79,159,56
"1999","YFR042W_mRNA",2038.1,1941,1555,2926,2172,1910,4875,3574,4043.58,155,134.94,136,341.01,198.04,170.31,337.06,256.02,214.16,97,87,91,211,126,104,221,165,126
"2000","YDR367W_mRNA",4020.76,3761.72,2950.52,5887.55,4145.96,3738.89,7615.85,3906.17,4075.48,146.06,185.02,171.06,280,296,310,289,263,178,137,172,158,251,279,297,281,245,157
"2001","YDR367W_pre-mRNA",259.23,459.28,344.44,573.45,575.66,272.11,472.15,266.83,396.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2002","YHR158C_mRNA",9831.62,11947.98,9770.62,10651,11473,8708,8703.8,9472,8846,432.59,515.15,536.51,413.46,560.45,495.4,406.23,566.16,170.58,410,487.02,508,373,524.68,470,385.01,534.05,147
"2003","YGR238C_mRNA",4043.04,4634.76,3641,5187.72,4557.74,4178.98,5065,8068.47,7713.14,59.68,61.06,75.04,63.02,76.1,62.04,69.24,117.22,53.63,57,59,70,61,70,57,59,106,45
"2004","YPL263C_mRNA",10461,11243.2,9803.03,13355.03,13668.9,11114.05,10419.23,8558.14,10463.01,349.02,388.12,453.31,509.09,602.05,560.64,419.72,524.54,272.22,337,378,433,471.99,574,530,403,494,250
"2005","YPL145C_mRNA",28778.01,32151.8,28206.57,34588.07,33098.12,28231.36,29426.92,21419,24997.25,2645.24,2724.92,2761.02,3591.96,3288.36,2679,2609.38,3322.06,1725.11,2527,2627,2669,3359,3135.49,2553,2508,3165,1624
"2006","YGL203C_mRNA",8516.33,8304.01,7459.34,10987.12,10552.07,8318.38,10434.96,7072,7474,324.68,353.34,404,555.19,571.96,433.6,388.19,350.61,155.07,308,335,386,499,543,408,373,324.04,142
"2007","YNL238W_mRNA",14184.96,14555,12547.68,18558.06,15528.96,13137,12730.16,12970.01,12817.97,610.15,555.99,538.81,937.4,716.69,579.01,390.89,388.82,234.52,576,520,508,869,686,536,381.93,367.99,214
"2008","YIL125W_mRNA",18809.52,21603.02,17773.19,23052.7,24061.11,18032.45,18549.5,22254.28,18794.62,758.2,990.13,1068.5,1088.2,1408.83,1201.89,940.14,1700.93,520.09,723,942,1017,979.04,1320.22,1129.98,878.1,1548,471
"2009","YDR148C_mRNA",10480,10929,9352,11741,10935.14,8873.72,8964.98,8116,8128,447.04,518.44,452.15,494.97,550.87,456.17,496.28,568.47,208.45,415,492,432,443,519,424,461.99,530.99,191
"2010","YJL094C_mRNA",5905,5717,5063,7984.01,6579,5520.99,5027,5725,6879,254.72,222.15,275.24,300.87,295.49,256.02,125.06,175.73,109.34,235,211,262,279,278,230.05,121,164,105
"2011","YHR102W_mRNA",13236.04,15068.98,13060.02,16083.09,15253.97,12738.99,15076.04,16979,16364.36,240.04,264.55,296.4,261.18,288.33,253.65,279.28,489.7,205.37,223,250.01,283,236.03,271,232.08,259,459,189
"2012","YDR122W_mRNA",9727.71,10984.25,9030.12,12458.41,12280.3,9709.07,15356.84,25040,19277.9,274.47,316.23,287.17,319.06,369.1,298.02,381.45,483,197.97,260,298,265,293,354,279,359,426.76,182
"2013","YLR096W_mRNA",17613.17,20090.69,17239.23,20296,18749.52,16497.97,18368.04,25893.98,23385.63,245.15,310.7,315.32,316.01,322.27,332.01,199.75,314.82,156.35,234,295.68,296,292.98,302,303,193,293,142
"2014","YDL108W_mRNA",1902.92,2101.43,1607.72,2376.18,2069.35,1956.32,2542.27,2454.85,2442.03,141.86,174.92,225.11,240.84,269.1,229.01,215,227.02,133.81,137.86,166,213,221.93,255,218,203,213,133
"2015","YDL108W_pre-mRNA",30.08,44.57,29.28,151.82,182.65,57.68,102.73,184.15,101.97,15.14,0,0,0,0,0,0,0,15.19,15.14,0,0,0,0,0,0,0,0
"2016","YAR018C_mRNA",4268.99,4340,3984,5936.05,5221.87,4938.61,5572.13,5350.02,6991.87,188,201.17,221.01,275.65,256.47,277.56,228.03,255.04,165.01,182,188,216,255,243,260,221,238,157
"2017","YOR233W_mRNA",7845,9104.32,7571.89,9270,9121.6,8067,7613.64,9276.05,8850.67,132.04,158.02,188.29,116.03,210.04,192.19,99.2,148.08,75,131.02,155,175,105,198,179,93.04,136,69
"2018","YCR091W_mRNA",1650,1871,1288,2395.24,1983,1789,3800,7921,6926,36.46,41.3,32.27,38.22,47,55.37,39.39,84.9,28.15,32.42,37.23,29.26,37.23,41.75,50.43,38.4,82.8,27.1
"2019","YBL063W_mRNA",4947,5711.98,4460,6833.91,6282.99,5345.68,7701.6,9895,8157.99,139.4,170.05,176.04,144.1,215.37,171.27,128.64,221.16,79.34,133,168,157,126,203,164.01,118.94,201,71
"2020","YPL155C_mRNA",3686,4196,3322,4435,4157,3338,4423.27,5643,4856,136.01,187.61,176.46,167.43,223.33,192.73,177.18,221.87,87.1,125,174,165,152.98,206,174,170,201,76
"2021","YGL216W_mRNA",6835.05,7660,6378,8207.29,7675.93,6652.82,9059.94,14752.44,11545.9,210.6,239.42,288.39,252.03,300.86,256.8,216.25,367.8,144.98,182.89,211,254.36,205,266.43,225,188,318,125
"2022","YKL168C_mRNA",2765.76,3094.28,2472.94,3667,3179,2789.06,4373,9223.67,6747.89,58,70,62.01,93.1,80.11,51.01,74,115,44.98,57.01,65,59,86,75,48,70,100,41
"2023","YDL049C_mRNA",339,358,277,489,414,338,847,835,727,30.02,14.67,14.09,51.03,28.01,28.82,103.02,83.03,41.85,29,14,13,47,24,26,99,76,35
"2024","YLL019C_mRNA",9291.94,10646.05,8308.01,10870.98,9336.03,8041.09,12186.87,20975.58,16935.54,89.64,108.16,108.04,115.99,133.19,110.77,100.39,142.22,53.04,76,91.01,99.05,96,116.59,97,92,115,33
"2025","YHR186C_mRNA",14300.12,16172.55,14267.53,16290,16692.5,13545.56,14792.64,19094.47,16672.19,307.68,443.47,528.74,377.02,536.81,451.07,267.74,579.89,244.49,298.99,414,506.42,339.46,505.98,430.71,245.43,542,220.2
"2026","YNL322C_mRNA",16243.98,16307.87,12725,23327.21,17835.62,14717.69,35726.93,19149.37,21906.19,1329.02,1197.4,1089.1,2235.39,1627.01,1207.05,2658.46,2106.12,1266.12,1214,1103,999,1941.97,1481,1105,2506,1923,1137.09
"2027","YDR483W_mRNA",20337.3,17850.99,14866.86,29179.82,22068.32,16854.91,26288,18802.58,18323.41,948.31,815.16,831,1429.16,1408.26,1042.98,1070.57,1545.19,623,912,789.99,794.99,1309.96,1347,981.99,1037.99,1445.99,574.99
"2028","YDR532C_mRNA",1124,1278,982,1365,1220,1081,1734,1999,2121.02,24.25,21,34.02,29.05,21.06,28.19,21.26,19.08,18.16,24,21,33,27,17,26,20,17.05,17
"2029","YER038C_mRNA",1343,1586,1297,1874,1511.2,1439,1888,3664,2922.97,9.02,9.02,18.98,11.04,23.36,16.64,7,26.48,14.01,9,9,18.98,9,20.66,14.73,7,21,11
"2030","YNL132W_mRNA",28680.16,33871.27,29770.08,32422.81,36005.35,28070.92,16529.8,15707,15000,1357.05,1597.31,1880.48,1472.14,2363.15,1820.61,755.47,1544.63,452.09,1287.16,1511,1777,1326.34,2230.02,1703.99,715,1448.8,414.11
"2031","YOR336W_mRNA",10867,10705.1,9192.44,15501.17,13469.75,10614.15,15834.95,13287.07,11810,325.12,331.24,353.57,457.77,509.5,402.15,365.13,509.62,231.45,308,314,341,420.94,486,388.99,352.45,482,211
"2032","YPR159W_mRNA",23413.95,24361.76,20595.99,28482.39,25684.17,20152.98,32144.05,25990.47,29233.08,989.67,956.95,935.17,1262.86,1277.05,954.9,1294.35,1249.83,671.51,909.08,870.86,858.86,1102.82,1121.69,847.64,1172.49,976.67,492.68
"2033","YJL174W_mRNA",18860.88,18413,16412.95,25800.38,20335.04,17005.99,30375.64,18918.78,25142.22,1071.06,886.78,887.56,1269.08,1245.1,923.46,1356.98,1109.88,572.7,1044,858,848.04,1181,1194,875,1315,1054,537.03
"2034","YNL308C_mRNA",19139.67,20647.94,18814.96,21642.06,20425.5,17897.01,17032.22,16445.05,20009.08,377.06,377.01,418.04,659.09,506.63,458.41,543.98,467.08,264.02,353,356,389,569,472,433,521,440,245
"2035","YCL059C_mRNA",8128.03,8841.01,7733,10706.94,9128.11,8430.24,10620.01,8314,8995.98,182.83,177.47,187.97,296.86,269.5,221.7,273.91,334.51,159.41,162,152,168,261.98,223,196,251,314,146
"2036","YDR037W_mRNA",98870.24,110080.66,96770.79,125503.26,129873.15,102698.51,93872.66,92126.65,77977.45,5342.79,6041.11,6220.47,7858.84,8238.72,6778.88,5950.14,8652.31,3159.31,5089,5739,5920,7072.99,7811,6336,5703.04,8185,2941.79
"2037","YNL024C-A_mRNA",2009.98,2028.01,1588,2560,1941,1659.04,1448,1316,1481,456.2,454.09,337,692.99,447.99,407.05,296.13,303.89,221,426,429,318,593,419,387,276,269,203
"2038","YHR082C_mRNA",22217.94,24934.61,20229.19,31622.68,28934.65,25317.55,38037.86,68197.85,49783.62,330.11,344.28,309.07,383.27,457.96,392.93,342.85,707.28,182.26,313,334,296,332.96,438,377,321,659,154
"2039","YGR040W_mRNA",4046,4746,3838,4817.05,4494.42,4076.64,4530.88,6754.98,6202,98,126.06,149.06,78.04,143.51,181.39,80.04,134.32,52.13,89,119,145,72,137,177,76,121.9,49
"2040","YBL071W-A_mRNA",2984,3268,2503,3966,3052,2850,2506,2683,2730.99,141,200.84,146,250.54,234.28,229.99,122.02,161.93,84,94,138,93,162,155,151,87,99,42
"2041","YKL110C_mRNA",7105.99,7224.95,6323,8694.87,7617,6980,8761,8170.84,8191,441.02,515.66,482.98,577.83,617.77,597.12,621.13,582.14,275.29,425,483,456,530.88,589.99,561,593,522,258.61
"2042","YOR099W_mRNA",14946,13759.01,12060.95,19180.59,15371,12283.01,14510.78,8947.53,9555.87,2930.9,2524,3214.06,2936.84,3467.81,3545.32,2051.42,2223.64,850.02,2867.05,2467.01,3138.01,2761.02,3361.03,3451.01,1991.01,2169.04,808.52
"2043","YKR061W_mRNA",1092,1295,846,1696,1335,1189,2411,4483,3384,10,18.73,8.63,14,7.01,13,18.01,39.61,15,9,17,8,13,7,11,15,33,13
"2044","YBR205W_mRNA",11976.72,11024.45,9666.93,15496.14,12319.22,10598.25,15934.9,12348.07,10278.1,1010.92,662.93,780.69,1045.12,995.65,856,785.54,868.9,411.41,971.97,630.06,751.1,973.23,946.63,815.58,765.86,827.4,381.92
"2045","YBR199W_mRNA",7365,6639,5599,10542.93,8197,6513,17497.97,6896,7539,526.14,449,516.48,847.65,730.11,676.02,953.22,856.63,451.54,509,433,493,794,687,634,915,799.98,408.93
"2046","YNL029C_mRNA",2225,2132.01,1666.97,3238.05,2421,1933,3220.1,3069,3146,110.04,96.85,76.97,170.97,152.01,107.02,130.84,166.02,101,91,73.06,67,113,124,88,97,137,76
"2047","YPL053C_mRNA",4460,3836.15,3401.18,6469.61,5369,4054.09,8365,4794.59,5853.76,242.21,210.23,259.03,486.17,392.52,334.22,415.19,434.08,268.01,229,197,243,454,366,301,394.12,397.01,249
"2048","YIL085C_mRNA",8187.42,8317.51,7131.62,10784.35,8634.85,7769,6031.95,6347,7399.11,290.57,217.04,231.15,378.56,319.07,278.26,126.01,168.11,71.15,276,205,221,359,309,265,123,156,65
"2049","YGL079W_mRNA",1340,1443.01,1097,1956.99,1534,1476,2732,2912.75,2707.03,23,28.06,23,48,38,31,80.03,87,38,23,24,22,38,38,28,73,81,36
"2050","YJL207C_mRNA",19534.86,23566,20069.28,21585.49,23087.81,19661.88,16232.02,17633.06,19246.11,502.16,712.16,782.34,425.25,823.63,741.99,320.75,723.06,287.03,477,674,747.01,387,790,695.57,301,665.26,250
"2051","YKL008C_mRNA",5707.87,5892,4809,8755.14,7450.96,6125,9153.99,4295,6119.53,457.09,486,431,649.78,676.02,505.91,569.91,497.78,291.62,431.99,472,416,596.88,648,481,547,468,275.17
"2052","YHL003C_mRNA",8146,8042.89,6734.85,9888.35,8297.86,6820,8575.68,3885,5080.02,714.46,691.11,744.17,758.27,864.72,821.31,640.11,551.15,246.83,695.01,663,717,700,826,782.98,613,526,227
